x_s,y_s,x_a,y_a,dx,dy,direction
610,242,128,240,482,2,5
607,239,128,240,479,-1,7
604,242,128,240,476,2,5
601,239,128,240,473,-1,7
598,242,128,240,470,2,5
595,239,128,240,467,-1,7
592,242,128,240,464,2,5
589,239,128,240,461,-1,7
586,242,128,240,458,2,5
583,239,128,240,455,-1,7
580,242,128,240,452,2,5
577,239,128,240,449,-1,7
574,242,128,240,446,2,5
571,239,128,240,443,-1,7
568,242,128,240,440,2,5
565,239,128,240,437,-1,7
562,242,128,240,434,2,5
559,239,128,240,431,-1,7
556,242,128,240,428,2,5
553,239,128,240,425,-1,7
550,242,128,240,422,2,5
547,239,128,240,419,-1,7
544,242,128,240,416,2,5
541,239,128,240,413,-1,7
538,242,128,240,410,2,5
535,239,128,240,407,-1,7
532,242,128,240,404,2,5
529,239,128,240,401,-1,7
526,242,128,240,398,2,5
523,239,128,240,395,-1,7
520,242,128,240,392,2,5
517,239,128,240,389,-1,7
514,242,128,240,386,2,5
511,239,128,240,383,-1,7
508,242,128,240,380,2,5
505,239,128,240,377,-1,7
502,242,128,240,374,2,5
499,239,128,240,371,-1,7
496,242,128,240,368,2,5
493,239,128,240,365,-1,7
490,242,128,240,362,2,5
487,239,128,240,359,-1,7
484,242,128,240,356,2,5
481,239,128,240,353,-1,7
478,242,128,240,350,2,5
475,239,128,240,347,-1,7
472,242,128,240,344,2,5
469,239,128,240,341,-1,7
466,242,128,240,338,2,5
463,239,128,240,335,-1,7
460,242,128,240,332,2,5
457,239,128,240,329,-1,7
454,242,128,240,326,2,5
451,239,128,240,323,-1,7
448,242,128,240,320,2,5
445,239,128,240,317,-1,7
442,242,128,240,314,2,5
439,239,128,240,311,-1,7
436,242,128,240,308,2,5
433,239,128,240,305,-1,7
430,242,128,240,302,2,5
427,239,128,240,299,-1,7
424,242,128,240,296,2,5
421,239,128,240,293,-1,7
418,242,128,240,290,2,5
415,239,128,240,287,-1,7
412,242,128,240,284,2,5
409,239,128,240,281,-1,7
406,242,128,240,278,2,5
403,239,128,240,275,-1,7
400,242,128,240,272,2,5
397,239,128,240,269,-1,7
394,242,128,240,266,2,5
391,239,128,240,263,-1,7
388,242,128,240,260,2,5
385,239,128,240,257,-1,7
382,242,128,240,254,2,5
379,239,128,240,251,-1,7
376,242,128,240,248,2,5
373,239,128,240,245,-1,7
370,242,128,240,242,2,5
367,239,128,240,239,-1,7
364,242,128,240,236,2,5
361,239,128,240,233,-1,7
358,242,128,240,230,2,5
355,239,128,240,227,-1,7
352,242,128,240,224,2,5
349,239,128,240,221,-1,7
346,242,128,240,218,2,5
343,239,128,240,215,-1,7
340,242,128,240,212,2,5
337,239,128,240,209,-1,7
334,242,128,240,206,2,5
331,239,128,240,203,-1,7
328,242,128,240,200,2,5
325,239,128,240,197,-1,7
322,242,128,240,194,2,5
319,239,128,240,191,-1,7
316,242,128,240,188,2,5
313,239,128,240,185,-1,7
310,242,128,240,182,2,5
307,239,128,240,179,-1,7
304,242,128,240,176,2,5
301,239,128,240,173,-1,7
298,242,128,240,170,2,5
295,239,128,240,167,-1,7
292,242,128,240,164,2,5
289,239,128,240,161,-1,7
286,242,128,240,158,2,5
283,239,128,240,155,-1,7
280,242,128,240,152,2,5
277,239,128,240,149,-1,7
274,242,128,240,146,2,5
271,239,128,240,143,-1,7
268,242,128,240,140,2,5
265,239,128,240,137,-1,7
262,242,128,240,134,2,5
259,239,128,240,131,-1,7
256,242,128,240,128,2,5
253,239,128,240,125,-1,7
250,242,128,240,122,2,5
247,239,128,240,119,-1,7
244,242,128,240,116,2,5
241,239,128,240,113,-1,7
238,242,128,240,110,2,5
235,239,128,240,107,-1,7
232,242,128,240,104,2,5
229,239,128,240,101,-1,7
226,242,128,240,98,2,5
223,239,128,240,95,-1,7
220,242,128,240,92,2,5
217,239,128,240,89,-1,7
214,242,128,240,86,2,5
211,239,128,240,83,-1,7
208,242,128,240,80,2,5
205,239,128,240,77,-1,7
202,242,128,240,74,2,5
199,239,128,240,71,-1,7
196,242,128,240,68,2,5
193,239,128,240,65,-1,7
190,242,128,240,62,2,5
187,239,128,240,59,-1,7
184,242,128,240,56,2,5
181,239,128,240,53,-1,7
178,242,128,240,50,2,5
175,239,128,240,47,-1,7
172,242,128,240,44,2,5
169,239,128,240,41,-1,7
166,242,128,240,38,2,5
163,239,128,240,35,-1,7
160,242,128,240,32,2,5
157,239,488,360,-331,-121,1
160,242,488,360,-328,-118,1
163,245,488,360,-325,-115,1
166,248,488,360,-322,-112,1
169,251,488,360,-319,-109,1
172,254,488,360,-316,-106,1
175,257,488,360,-313,-103,1
178,260,488,360,-310,-100,1
181,263,488,360,-307,-97,1
184,266,488,360,-304,-94,1
187,269,488,360,-301,-91,1
190,272,488,360,-298,-88,1
193,275,488,360,-295,-85,1
196,278,488,360,-292,-82,1
199,281,488,360,-289,-79,1
202,284,488,360,-286,-76,1
205,287,488,360,-283,-73,1
208,290,488,360,-280,-70,1
211,293,488,360,-277,-67,1
214,296,488,360,-274,-64,1
217,299,488,360,-271,-61,1
220,302,488,360,-268,-58,1
223,305,488,360,-265,-55,1
226,308,488,360,-262,-52,1
229,311,488,360,-259,-49,1
232,314,488,360,-256,-46,1
235,317,488,360,-253,-43,1
238,320,488,360,-250,-40,1
241,323,488,360,-247,-37,1
244,326,488,360,-244,-34,1
247,329,488,360,-241,-31,1
250,332,488,360,-238,-28,1
253,335,488,360,-235,-25,1
256,338,488,360,-232,-22,1
259,341,488,360,-229,-19,1
262,344,488,360,-226,-16,1
265,347,488,360,-223,-13,1
268,350,488,360,-220,-10,1
271,353,488,360,-217,-7,1
274,356,488,360,-214,-4,1
277,359,488,360,-211,-1,1
280,362,488,360,-208,2,3
283,359,488,360,-205,-1,1
286,362,488,360,-202,2,3
289,359,488,360,-199,-1,1
292,362,488,360,-196,2,3
295,359,488,360,-193,-1,1
298,362,488,360,-190,2,3
301,359,488,360,-187,-1,1
304,362,488,360,-184,2,3
307,359,488,360,-181,-1,1
310,362,488,360,-178,2,3
313,359,488,360,-175,-1,1
316,362,488,360,-172,2,3
319,359,488,360,-169,-1,1
322,362,488,360,-166,2,3
325,359,488,360,-163,-1,1
328,362,488,360,-160,2,3
331,359,488,360,-157,-1,1
334,362,488,360,-154,2,3
337,359,488,360,-151,-1,1
340,362,488,360,-148,2,3
343,359,488,360,-145,-1,1
346,362,488,360,-142,2,3
349,359,488,360,-139,-1,1
352,362,488,360,-136,2,3
355,359,488,360,-133,-1,1
358,362,488,360,-130,2,3
361,359,488,360,-127,-1,1
364,362,488,360,-124,2,3
367,359,488,360,-121,-1,1
370,362,488,360,-118,2,3
373,359,488,360,-115,-1,1
376,362,488,360,-112,2,3
379,359,488,360,-109,-1,1
382,362,488,360,-106,2,3
385,359,488,360,-103,-1,1
388,362,488,360,-100,2,3
391,359,488,360,-97,-1,1
394,362,488,360,-94,2,3
397,359,488,360,-91,-1,1
400,362,488,360,-88,2,3
403,359,488,360,-85,-1,1
406,362,488,360,-82,2,3
409,359,488,360,-79,-1,1
412,362,488,360,-76,2,3
415,359,488,360,-73,-1,1
418,362,488,360,-70,2,3
421,359,488,360,-67,-1,1
424,362,488,360,-64,2,3
427,359,488,360,-61,-1,1
430,362,488,360,-58,2,3
433,359,488,360,-55,-1,1
436,362,488,360,-52,2,3
439,359,488,360,-49,-1,1
442,362,488,360,-46,2,3
445,359,488,360,-43,-1,1
448,362,488,360,-40,2,3
451,359,488,360,-37,-1,1
454,362,488,360,-34,2,3
457,359,560,168,-103,191,3
460,356,560,168,-100,188,3
463,353,560,168,-97,185,3
466,350,560,168,-94,182,3
469,347,560,168,-91,179,3
472,344,560,168,-88,176,3
475,341,560,168,-85,173,3
478,338,560,168,-82,170,3
481,335,560,168,-79,167,3
484,332,560,168,-76,164,3
487,329,560,168,-73,161,3
490,326,560,168,-70,158,3
493,323,560,168,-67,155,3
496,320,560,168,-64,152,3
499,317,560,168,-61,149,3
502,314,560,168,-58,146,3
505,311,560,168,-55,143,3
508,308,560,168,-52,140,3
511,305,560,168,-49,137,3
514,302,560,168,-46,134,3
517,299,560,168,-43,131,3
520,296,560,168,-40,128,3
523,293,560,168,-37,125,3
526,290,560,168,-34,122,3
529,287,560,168,-31,119,3
532,284,560,168,-28,116,3
535,281,560,168,-25,113,3
538,278,560,168,-22,110,3
541,275,560,168,-19,107,3
544,272,560,168,-16,104,3
547,269,560,168,-13,101,3
550,266,560,168,-10,98,3
553,263,560,168,-7,95,3
556,260,560,168,-4,92,3
559,257,560,168,-1,89,3
562,254,560,168,2,86,5
559,251,560,168,-1,83,3
562,248,560,168,2,80,5
559,245,560,168,-1,77,3
562,242,560,168,2,74,5
559,239,560,168,-1,71,3
562,236,560,168,2,68,5
559,233,560,168,-1,65,3
562,230,560,168,2,62,5
559,227,560,168,-1,59,3
562,224,560,168,2,56,5
559,221,560,168,-1,53,3
562,218,560,168,2,50,5
559,215,560,168,-1,47,3
562,212,560,168,2,44,5
559,209,560,168,-1,41,3
562,206,560,168,2,38,5
559,203,560,168,-1,35,3
562,200,560,168,2,32,5
559,197,232,352,327,-155,7
556,200,232,352,324,-152,7
553,203,232,352,321,-149,7
550,206,232,352,318,-146,7
547,209,232,352,315,-143,7
544,212,232,352,312,-140,7
541,215,232,352,309,-137,7
538,218,232,352,306,-134,7
535,221,232,352,303,-131,7
532,224,232,352,300,-128,7
529,227,232,352,297,-125,7
526,230,232,352,294,-122,7
523,233,232,352,291,-119,7
520,236,232,352,288,-116,7
517,239,232,352,285,-113,7
514,242,232,352,282,-110,7
511,245,232,352,279,-107,7
508,248,232,352,276,-104,7
505,251,232,352,273,-101,7
502,254,232,352,270,-98,7
499,257,232,352,267,-95,7
496,260,232,352,264,-92,7
493,263,232,352,261,-89,7
490,266,232,352,258,-86,7
487,269,232,352,255,-83,7
484,272,232,352,252,-80,7
481,275,232,352,249,-77,7
478,278,232,352,246,-74,7
475,281,232,352,243,-71,7
472,284,232,352,240,-68,7
469,287,232,352,237,-65,7
466,290,232,352,234,-62,7
463,293,232,352,231,-59,7
460,296,232,352,228,-56,7
457,299,232,352,225,-53,7
454,302,232,352,222,-50,7
451,305,232,352,219,-47,7
448,308,232,352,216,-44,7
445,311,232,352,213,-41,7
442,314,232,352,210,-38,7
439,317,232,352,207,-35,7
436,320,232,352,204,-32,7
433,323,232,352,201,-29,7
430,326,232,352,198,-26,7
427,329,232,352,195,-23,7
424,332,232,352,192,-20,7
421,335,232,352,189,-17,7
418,338,232,352,186,-14,7
415,341,232,352,183,-11,7
412,344,232,352,180,-8,7
409,347,232,352,177,-5,7
406,350,232,352,174,-2,7
403,353,232,352,171,1,5
400,350,232,352,168,-2,7
397,353,232,352,165,1,5
394,350,232,352,162,-2,7
391,353,232,352,159,1,5
388,350,232,352,156,-2,7
385,353,232,352,153,1,5
382,350,232,352,150,-2,7
379,353,232,352,147,1,5
376,350,232,352,144,-2,7
373,353,232,352,141,1,5
370,350,232,352,138,-2,7
367,353,232,352,135,1,5
364,350,232,352,132,-2,7
361,353,232,352,129,1,5
358,350,232,352,126,-2,7
355,353,232,352,123,1,5
352,350,232,352,120,-2,7
349,353,232,352,117,1,5
346,350,232,352,114,-2,7
343,353,232,352,111,1,5
340,350,232,352,108,-2,7
337,353,232,352,105,1,5
334,350,232,352,102,-2,7
331,353,232,352,99,1,5
328,350,232,352,96,-2,7
325,353,232,352,93,1,5
322,350,232,352,90,-2,7
319,353,232,352,87,1,5
316,350,232,352,84,-2,7
313,353,232,352,81,1,5
310,350,232,352,78,-2,7
307,353,232,352,75,1,5
304,350,232,352,72,-2,7
301,353,232,352,69,1,5
298,350,232,352,66,-2,7
295,353,232,352,63,1,5
292,350,232,352,60,-2,7
289,353,232,352,57,1,5
286,350,232,352,54,-2,7
283,353,232,352,51,1,5
280,350,232,352,48,-2,7
277,353,232,352,45,1,5
274,350,232,352,42,-2,7
271,353,232,352,39,1,5
268,350,232,352,36,-2,7
265,353,232,352,33,1,5
262,350,616,248,-354,102,3
265,347,616,248,-351,99,3
268,344,616,248,-348,96,3
271,341,616,248,-345,93,3
274,338,616,248,-342,90,3
277,335,616,248,-339,87,3
280,332,616,248,-336,84,3
283,329,616,248,-333,81,3
286,326,616,248,-330,78,3
289,323,616,248,-327,75,3
292,320,616,248,-324,72,3
295,317,616,248,-321,69,3
298,314,616,248,-318,66,3
301,311,616,248,-315,63,3
304,308,616,248,-312,60,3
307,305,616,248,-309,57,3
310,302,616,248,-306,54,3
313,299,616,248,-303,51,3
316,296,616,248,-300,48,3
319,293,616,248,-297,45,3
322,290,616,248,-294,42,3
325,287,616,248,-291,39,3
328,284,616,248,-288,36,3
331,281,616,248,-285,33,3
334,278,616,248,-282,30,3
337,275,616,248,-279,27,3
340,272,616,248,-276,24,3
343,269,616,248,-273,21,3
346,266,616,248,-270,18,3
349,263,616,248,-267,15,3
352,260,616,248,-264,12,3
355,257,616,248,-261,9,3
358,254,616,248,-258,6,3
361,251,616,248,-255,3,3
364,248,616,248,-252,0,2
367,248,616,248,-249,0,2
370,248,616,248,-246,0,2
373,248,616,248,-243,0,2
376,248,616,248,-240,0,2
379,248,616,248,-237,0,2
382,248,616,248,-234,0,2
385,248,616,248,-231,0,2
388,248,616,248,-228,0,2
391,248,616,248,-225,0,2
394,248,616,248,-222,0,2
397,248,616,248,-219,0,2
400,248,616,248,-216,0,2
403,248,616,248,-213,0,2
406,248,616,248,-210,0,2
409,248,616,248,-207,0,2
412,248,616,248,-204,0,2
415,248,616,248,-201,0,2
418,248,616,248,-198,0,2
421,248,616,248,-195,0,2
424,248,616,248,-192,0,2
427,248,616,248,-189,0,2
430,248,616,248,-186,0,2
433,248,616,248,-183,0,2
436,248,616,248,-180,0,2
439,248,616,248,-177,0,2
442,248,616,248,-174,0,2
445,248,616,248,-171,0,2
448,248,616,248,-168,0,2
451,248,616,248,-165,0,2
454,248,616,248,-162,0,2
457,248,616,248,-159,0,2
460,248,616,248,-156,0,2
463,248,616,248,-153,0,2
466,248,616,248,-150,0,2
469,248,616,248,-147,0,2
472,248,616,248,-144,0,2
475,248,616,248,-141,0,2
478,248,616,248,-138,0,2
481,248,616,248,-135,0,2
484,248,616,248,-132,0,2
487,248,616,248,-129,0,2
490,248,616,248,-126,0,2
493,248,616,248,-123,0,2
496,248,616,248,-120,0,2
499,248,616,248,-117,0,2
502,248,616,248,-114,0,2
505,248,616,248,-111,0,2
508,248,616,248,-108,0,2
511,248,616,248,-105,0,2
514,248,616,248,-102,0,2
517,248,616,248,-99,0,2
520,248,616,248,-96,0,2
523,248,616,248,-93,0,2
526,248,616,248,-90,0,2
529,248,616,248,-87,0,2
532,248,616,248,-84,0,2
535,248,616,248,-81,0,2
538,248,616,248,-78,0,2
541,248,616,248,-75,0,2
544,248,616,248,-72,0,2
547,248,616,248,-69,0,2
550,248,616,248,-66,0,2
553,248,616,248,-63,0,2
556,248,616,248,-60,0,2
559,248,616,248,-57,0,2
562,248,616,248,-54,0,2
565,248,616,248,-51,0,2
568,248,616,248,-48,0,2
571,248,616,248,-45,0,2
574,248,616,248,-42,0,2
577,248,616,248,-39,0,2
580,248,616,248,-36,0,2
583,248,616,248,-33,0,2
586,248,192,64,394,184,5
583,245,192,64,391,181,5
580,242,192,64,388,178,5
577,239,192,64,385,175,5
574,236,192,64,382,172,5
571,233,192,64,379,169,5
568,230,192,64,376,166,5
565,227,192,64,373,163,5
562,224,192,64,370,160,5
559,221,192,64,367,157,5
556,218,192,64,364,154,5
553,215,192,64,361,151,5
550,212,192,64,358,148,5
547,209,192,64,355,145,5
544,206,192,64,352,142,5
541,203,192,64,349,139,5
538,200,192,64,346,136,5
535,197,192,64,343,133,5
532,194,192,64,340,130,5
529,191,192,64,337,127,5
526,188,192,64,334,124,5
523,185,192,64,331,121,5
520,182,192,64,328,118,5
517,179,192,64,325,115,5
514,176,192,64,322,112,5
511,173,192,64,319,109,5
508,170,192,64,316,106,5
505,167,192,64,313,103,5
502,164,192,64,310,100,5
499,161,192,64,307,97,5
496,158,192,64,304,94,5
493,155,192,64,301,91,5
490,152,192,64,298,88,5
487,149,192,64,295,85,5
484,146,192,64,292,82,5
481,143,192,64,289,79,5
478,140,192,64,286,76,5
475,137,192,64,283,73,5
472,134,192,64,280,70,5
469,131,192,64,277,67,5
466,128,192,64,274,64,5
463,125,192,64,271,61,5
460,122,192,64,268,58,5
457,119,192,64,265,55,5
454,116,192,64,262,52,5
451,113,192,64,259,49,5
448,110,192,64,256,46,5
445,107,192,64,253,43,5
442,104,192,64,250,40,5
439,101,192,64,247,37,5
436,98,192,64,244,34,5
433,95,192,64,241,31,5
430,92,192,64,238,28,5
427,89,192,64,235,25,5
424,86,192,64,232,22,5
421,83,192,64,229,19,5
418,80,192,64,226,16,5
415,77,192,64,223,13,5
412,74,192,64,220,10,5
409,71,192,64,217,7,5
406,68,192,64,214,4,5
403,65,192,64,211,1,5
400,62,192,64,208,-2,7
397,65,192,64,205,1,5
394,62,192,64,202,-2,7
391,65,192,64,199,1,5
388,62,192,64,196,-2,7
385,65,192,64,193,1,5
382,62,192,64,190,-2,7
379,65,192,64,187,1,5
376,62,192,64,184,-2,7
373,65,192,64,181,1,5
370,62,192,64,178,-2,7
367,65,192,64,175,1,5
364,62,192,64,172,-2,7
361,65,192,64,169,1,5
358,62,192,64,166,-2,7
355,65,192,64,163,1,5
352,62,192,64,160,-2,7
349,65,192,64,157,1,5
346,62,192,64,154,-2,7
343,65,192,64,151,1,5
340,62,192,64,148,-2,7
337,65,192,64,145,1,5
334,62,192,64,142,-2,7
331,65,192,64,139,1,5
328,62,192,64,136,-2,7
325,65,192,64,133,1,5
322,62,192,64,130,-2,7
319,65,192,64,127,1,5
316,62,192,64,124,-2,7
313,65,192,64,121,1,5
310,62,192,64,118,-2,7
307,65,192,64,115,1,5
304,62,192,64,112,-2,7
301,65,192,64,109,1,5
298,62,192,64,106,-2,7
295,65,192,64,103,1,5
292,62,192,64,100,-2,7
289,65,192,64,97,1,5
286,62,192,64,94,-2,7
283,65,192,64,91,1,5
280,62,192,64,88,-2,7
277,65,192,64,85,1,5
274,62,192,64,82,-2,7
271,65,192,64,79,1,5
268,62,192,64,76,-2,7
265,65,192,64,73,1,5
262,62,192,64,70,-2,7
259,65,192,64,67,1,5
256,62,192,64,64,-2,7
253,65,192,64,61,1,5
250,62,192,64,58,-2,7
247,65,192,64,55,1,5
244,62,192,64,52,-2,7
241,65,192,64,49,1,5
238,62,192,64,46,-2,7
235,65,192,64,43,1,5
232,62,192,64,40,-2,7
229,65,192,64,37,1,5
226,62,192,64,34,-2,7
223,65,424,192,-201,-127,1
226,68,424,192,-198,-124,1
229,71,424,192,-195,-121,1
232,74,424,192,-192,-118,1
235,77,424,192,-189,-115,1
238,80,424,192,-186,-112,1
241,83,424,192,-183,-109,1
244,86,424,192,-180,-106,1
247,89,424,192,-177,-103,1
250,92,424,192,-174,-100,1
253,95,424,192,-171,-97,1
256,98,424,192,-168,-94,1
259,101,424,192,-165,-91,1
262,104,424,192,-162,-88,1
265,107,424,192,-159,-85,1
268,110,424,192,-156,-82,1
271,113,424,192,-153,-79,1
274,116,424,192,-150,-76,1
277,119,424,192,-147,-73,1
280,122,424,192,-144,-70,1
283,125,424,192,-141,-67,1
286,128,424,192,-138,-64,1
289,131,424,192,-135,-61,1
292,134,424,192,-132,-58,1
295,137,424,192,-129,-55,1
298,140,424,192,-126,-52,1
301,143,424,192,-123,-49,1
304,146,424,192,-120,-46,1
307,149,424,192,-117,-43,1
310,152,424,192,-114,-40,1
313,155,424,192,-111,-37,1
316,158,424,192,-108,-34,1
319,161,424,192,-105,-31,1
322,164,424,192,-102,-28,1
325,167,424,192,-99,-25,1
328,170,424,192,-96,-22,1
331,173,424,192,-93,-19,1
334,176,424,192,-90,-16,1
337,179,424,192,-87,-13,1
340,182,424,192,-84,-10,1
343,185,424,192,-81,-7,1
346,188,424,192,-78,-4,1
349,191,424,192,-75,-1,1
352,194,424,192,-72,2,3
355,191,424,192,-69,-1,1
358,194,424,192,-66,2,3
361,191,424,192,-63,-1,1
364,194,424,192,-60,2,3
367,191,424,192,-57,-1,1
370,194,424,192,-54,2,3
373,191,424,192,-51,-1,1
376,194,424,192,-48,2,3
379,191,424,192,-45,-1,1
382,194,424,192,-42,2,3
385,191,424,192,-39,-1,1
388,194,424,192,-36,2,3
391,191,424,192,-33,-1,1
394,194,312,296,82,-102,7
391,197,312,296,79,-99,7
388,200,312,296,76,-96,7
385,203,312,296,73,-93,7
382,206,312,296,70,-90,7
379,209,312,296,67,-87,7
376,212,312,296,64,-84,7
373,215,312,296,61,-81,7
370,218,312,296,58,-78,7
367,221,312,296,55,-75,7
364,224,312,296,52,-72,7
361,227,312,296,49,-69,7
358,230,312,296,46,-66,7
355,233,312,296,43,-63,7
352,236,312,296,40,-60,7
349,239,312,296,37,-57,7
346,242,312,296,34,-54,7
343,245,312,296,31,-51,7
340,248,312,296,28,-48,7
337,251,312,296,25,-45,7
334,254,312,296,22,-42,7
331,257,312,296,19,-39,7
328,260,312,296,16,-36,7
325,263,312,296,13,-33,7
322,266,680,32,-358,234,3
325,263,680,32,-355,231,3
328,260,680,32,-352,228,3
331,257,680,32,-349,225,3
334,254,680,32,-346,222,3
337,251,680,32,-343,219,3
340,248,680,32,-340,216,3
343,245,680,32,-337,213,3
346,242,680,32,-334,210,3
349,239,680,32,-331,207,3
352,236,680,32,-328,204,3
355,233,680,32,-325,201,3
358,230,680,32,-322,198,3
361,227,680,32,-319,195,3
364,224,680,32,-316,192,3
367,221,680,32,-313,189,3
370,218,680,32,-310,186,3
373,215,680,32,-307,183,3
376,212,680,32,-304,180,3
379,209,680,32,-301,177,3
382,206,680,32,-298,174,3
385,203,680,32,-295,171,3
388,200,680,32,-292,168,3
391,197,680,32,-289,165,3
394,194,680,32,-286,162,3
397,191,680,32,-283,159,3
400,188,680,32,-280,156,3
403,185,680,32,-277,153,3
406,182,680,32,-274,150,3
409,179,680,32,-271,147,3
412,176,680,32,-268,144,3
415,173,680,32,-265,141,3
418,170,680,32,-262,138,3
421,167,680,32,-259,135,3
424,164,680,32,-256,132,3
427,161,680,32,-253,129,3
430,158,680,32,-250,126,3
433,155,680,32,-247,123,3
436,152,680,32,-244,120,3
439,149,680,32,-241,117,3
442,146,680,32,-238,114,3
445,143,680,32,-235,111,3
448,140,680,32,-232,108,3
451,137,680,32,-229,105,3
454,134,680,32,-226,102,3
457,131,680,32,-223,99,3
460,128,680,32,-220,96,3
463,125,680,32,-217,93,3
466,122,680,32,-214,90,3
469,119,680,32,-211,87,3
472,116,680,32,-208,84,3
475,113,680,32,-205,81,3
478,110,680,32,-202,78,3
481,107,680,32,-199,75,3
484,104,680,32,-196,72,3
487,101,680,32,-193,69,3
490,98,680,32,-190,66,3
493,95,680,32,-187,63,3
496,92,680,32,-184,60,3
499,89,680,32,-181,57,3
502,86,680,32,-178,54,3
505,83,680,32,-175,51,3
508,80,680,32,-172,48,3
511,77,680,32,-169,45,3
514,74,680,32,-166,42,3
517,71,680,32,-163,39,3
520,68,680,32,-160,36,3
523,65,680,32,-157,33,3
526,62,680,32,-154,30,3
529,59,680,32,-151,27,3
532,56,680,32,-148,24,3
535,53,680,32,-145,21,3
538,50,680,32,-142,18,3
541,47,680,32,-139,15,3
544,44,680,32,-136,12,3
547,41,680,32,-133,9,3
550,38,680,32,-130,6,3
553,35,680,32,-127,3,3
556,32,680,32,-124,0,2
559,32,680,32,-121,0,2
562,32,680,32,-118,0,2
565,32,680,32,-115,0,2
568,32,680,32,-112,0,2
571,32,680,32,-109,0,2
574,32,680,32,-106,0,2
577,32,680,32,-103,0,2
580,32,680,32,-100,0,2
583,32,680,32,-97,0,2
586,32,680,32,-94,0,2
589,32,680,32,-91,0,2
592,32,680,32,-88,0,2
595,32,680,32,-85,0,2
598,32,680,32,-82,0,2
601,32,680,32,-79,0,2
604,32,680,32,-76,0,2
607,32,680,32,-73,0,2
610,32,680,32,-70,0,2
613,32,680,32,-67,0,2
616,32,680,32,-64,0,2
619,32,680,32,-61,0,2
622,32,680,32,-58,0,2
625,32,680,32,-55,0,2
628,32,680,32,-52,0,2
631,32,680,32,-49,0,2
634,32,680,32,-46,0,2
637,32,680,32,-43,0,2
640,32,680,32,-40,0,2
643,32,680,32,-37,0,2
646,32,680,32,-34,0,2
649,32,168,368,481,-336,7
646,35,168,368,478,-333,7
643,38,168,368,475,-330,7
640,41,168,368,472,-327,7
637,44,168,368,469,-324,7
634,47,168,368,466,-321,7
631,50,168,368,463,-318,7
628,53,168,368,460,-315,7
625,56,168,368,457,-312,7
622,59,168,368,454,-309,7
619,62,168,368,451,-306,7
616,65,168,368,448,-303,7
613,68,168,368,445,-300,7
610,71,168,368,442,-297,7
607,74,168,368,439,-294,7
604,77,168,368,436,-291,7
601,80,168,368,433,-288,7
598,83,168,368,430,-285,7
595,86,168,368,427,-282,7
592,89,168,368,424,-279,7
589,92,168,368,421,-276,7
586,95,168,368,418,-273,7
583,98,168,368,415,-270,7
580,101,168,368,412,-267,7
577,104,168,368,409,-264,7
574,107,168,368,406,-261,7
571,110,168,368,403,-258,7
568,113,168,368,400,-255,7
565,116,168,368,397,-252,7
562,119,168,368,394,-249,7
559,122,168,368,391,-246,7
556,125,168,368,388,-243,7
553,128,168,368,385,-240,7
550,131,168,368,382,-237,7
547,134,168,368,379,-234,7
544,137,168,368,376,-231,7
541,140,168,368,373,-228,7
538,143,168,368,370,-225,7
535,146,168,368,367,-222,7
532,149,168,368,364,-219,7
529,152,168,368,361,-216,7
526,155,168,368,358,-213,7
523,158,168,368,355,-210,7
520,161,168,368,352,-207,7
517,164,168,368,349,-204,7
514,167,168,368,346,-201,7
511,170,168,368,343,-198,7
508,173,168,368,340,-195,7
505,176,168,368,337,-192,7
502,179,168,368,334,-189,7
499,182,168,368,331,-186,7
496,185,168,368,328,-183,7
493,188,168,368,325,-180,7
490,191,168,368,322,-177,7
487,194,168,368,319,-174,7
484,197,168,368,316,-171,7
481,200,168,368,313,-168,7
478,203,168,368,310,-165,7
475,206,168,368,307,-162,7
472,209,168,368,304,-159,7
469,212,168,368,301,-156,7
466,215,168,368,298,-153,7
463,218,168,368,295,-150,7
460,221,168,368,292,-147,7
457,224,168,368,289,-144,7
454,227,168,368,286,-141,7
451,230,168,368,283,-138,7
448,233,168,368,280,-135,7
445,236,168,368,277,-132,7
442,239,168,368,274,-129,7
439,242,168,368,271,-126,7
436,245,168,368,268,-123,7
433,248,168,368,265,-120,7
430,251,168,368,262,-117,7
427,254,168,368,259,-114,7
424,257,168,368,256,-111,7
421,260,168,368,253,-108,7
418,263,168,368,250,-105,7
415,266,168,368,247,-102,7
412,269,168,368,244,-99,7
409,272,168,368,241,-96,7
406,275,168,368,238,-93,7
403,278,168,368,235,-90,7
400,281,168,368,232,-87,7
397,284,168,368,229,-84,7
394,287,168,368,226,-81,7
391,290,168,368,223,-78,7
388,293,168,368,220,-75,7
385,296,168,368,217,-72,7
382,299,168,368,214,-69,7
379,302,168,368,211,-66,7
376,305,168,368,208,-63,7
373,308,168,368,205,-60,7
370,311,168,368,202,-57,7
367,314,168,368,199,-54,7
364,317,168,368,196,-51,7
361,320,168,368,193,-48,7
358,323,168,368,190,-45,7
355,326,168,368,187,-42,7
352,329,168,368,184,-39,7
349,332,168,368,181,-36,7
346,335,168,368,178,-33,7
343,338,168,368,175,-30,7
340,341,168,368,172,-27,7
337,344,168,368,169,-24,7
334,347,168,368,166,-21,7
331,350,168,368,163,-18,7
328,353,168,368,160,-15,7
325,356,168,368,157,-12,7
322,359,168,368,154,-9,7
319,362,168,368,151,-6,7
316,365,168,368,148,-3,7
313,368,168,368,145,0,6
310,368,168,368,142,0,6
